Gender,Age,Senior Citizen,Married,Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label,CLTV,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
0,30,0,0,0,0,0,70,1,10.21,1,1,52,1,1,1,1,1,1,1,1,0,115.55,8127.6,0.0,0,714.7,1,1,4838,1,0,1,0
0,27,0,0,0,0,0,18,1,24.4,1,1,71,0,0,0,0,1,0,1,1,1,85.2,1553.9,0.0,0,439.2,3,1,3326,0,0,0,0
0,35,0,1,0,1,1,34,1,43.33,1,1,16,0,0,0,0,1,1,1,1,1,97.65,3207.55,0.0,0,1473.22,2,1,3979,0,0,0,0
1,54,0,1,0,1,1,47,1,7.62,1,1,20,0,1,1,1,1,1,1,0,1,109.55,5124.55,0.0,0,358.14,2,1,5863,0,0,0,0
0,50,0,1,0,1,1,39,1,35.32,1,1,30,0,1,1,1,0,0,0,1,1,89.55,3474.45,0.0,0,1377.48,2,1,3849,1,0,0,0
1,42,0,0,0,0,0,1,1,48.96,0,0,0,0,0,0,0,0,0,0,0,1,19.45,19.45,0.0,0,48.96,2,1,5687,0,0,1,0
0,34,0,1,0,0,0,4,1,12.43,0,0,0,0,0,0,0,0,0,0,0,0,20.35,76.35,0.0,0,49.72,1,1,4133,0,0,1,0
1,33,0,1,0,1,1,59,1,10.76,1,1,5,0,0,1,0,1,1,1,1,1,99.5,5961.1,0.0,0,634.84,3,1,6098,1,0,0,0
1,44,0,0,0,0,0,2,1,17.25,0,1,3,0,0,0,0,0,0,0,0,1,45.0,96.45,0.0,30,34.5,1,1,5704,0,0,1,0
1,35,0,0,0,0,0,1,1,40.51,0,0,0,0,0,0,0,0,0,0,0,0,20.15,20.15,0.0,0,40.51,2,1,4103,0,0,1,0
1,28,0,1,0,0,0,66,1,7.28,1,1,51,0,1,1,0,1,1,1,1,1,105.0,7133.25,0.0,0,480.48,1,1,5723,0,0,1,0
1,58,0,0,0,0,0,3,1,2.88,0,1,17,0,0,0,0,1,0,0,1,1,54.7,169.45,0.0,0,8.64,1,1,3335,0,0,1,0
0,49,0,1,0,1,1,14,1,29.18,1,1,19,0,0,1,0,0,1,1,1,1,87.25,1258.6,0.0,0,408.52,2,1,4786,0,0,0,0
1,38,0,1,0,1,1,10,1,11.3,0,1,4,0,0,0,0,1,0,0,1,1,79.95,857.2,0.0,0,113.0,1,1,5640,0,0,0,0
0,47,0,0,0,0,0,18,1,12.67,1,1,23,0,0,0,1,1,0,0,1,1,88.35,1639.3,0.0,0,228.06,3,1,5727,0,0,0,0
0,34,0,0,0,0,0,9,1,10.07,1,1,26,0,0,0,0,1,1,1,0,1,94.75,889.9,0.0,30,90.63,2,1,2893,0,0,0,0
1,28,0,0,0,0,0,4,1,42.06,1,1,58,0,1,0,0,0,0,1,1,0,78.45,330.05,0.0,0,168.24,1,1,5048,0,0,0,0
1,43,0,0,0,0,0,4,1,13.02,0,1,15,0,0,0,0,0,0,0,1,1,70.2,237.95,0.0,0,52.08,1,1,5094,0,0,0,0
1,23,0,1,0,1,1,59,0,0.0,0,1,69,0,1,0,0,0,1,1,1,1,41.05,2452.7,0.0,0,0.0,2,1,4324,0,0,0,0
1,63,0,1,0,1,1,10,1,30.1,1,1,29,0,0,0,0,1,0,0,1,1,85.6,813.85,0.0,0,301.0,2,1,5146,0,0,0,0
1,39,0,0,0,0,0,5,1,45.25,0,1,22,0,0,1,0,1,1,1,0,1,70.0,347.4,0.0,10,226.25,2,1,2673,1,0,1,0
0,51,0,0,0,0,0,1,1,43.49,1,1,4,0,0,0,0,0,0,0,1,1,49.95,49.95,0.0,0,43.49,2,1,2041,0,0,0,0
0,19,0,1,0,1,1,22,1,32.11,0,1,52,0,0,0,0,0,0,0,1,1,69.25,1554.0,0.0,0,706.42,1,1,2159,0,0,0,0
1,34,0,1,0,1,1,41,1,15.91,1,1,29,0,0,1,0,1,1,1,1,1,73.0,3001.2,0.0,0,652.3100000000001,2,1,2041,1,0,0,0
0,39,0,0,0,0,0,64,1,28.13,1,1,18,0,0,1,0,1,1,1,1,1,100.05,6254.2,0.0,0,1800.32,1,1,5452,1,0,1,0
0,27,0,0,0,0,0,18,0,0.0,0,1,85,0,0,0,0,0,1,1,0,1,35.0,553.0,0.0,70,0.0,2,1,2649,0,0,0,0
0,20,0,0,0,0,0,1,1,35.01,1,1,52,0,0,0,0,0,0,0,1,0,76.0,76.0,0.0,0,35.01,1,1,2567,0,0,0,0
0,36,0,1,0,1,1,15,1,28.3,0,1,28,0,0,1,0,1,0,0,1,1,84.3,1308.4,0.0,0,424.5,1,1,4003,0,0,0,0
1,62,0,1,0,1,1,15,1,40.7,1,1,29,0,0,1,0,1,1,1,1,1,101.1,1504.05,0.0,0,610.5,2,1,2055,0,0,0,0
1,37,0,0,0,0,0,1,1,28.25,1,1,9,0,0,0,0,0,0,0,1,1,50.45,50.45,0.0,0,28.25,3,1,2928,0,0,0,0
1,20,0,0,0,0,0,12,1,28.16,1,1,42,0,0,0,1,1,1,1,0,1,99.95,1132.75,0.0,120,337.92,1,1,5598,0,0,1,0
0,50,0,0,0,0,0,2,1,39.62,1,1,7,0,0,1,0,1,0,0,1,1,91.4,193.6,0.0,0,79.24,1,1,5100,0,0,0,0
1,28,0,0,0,0,0,4,1,42.33,1,1,76,0,0,0,1,0,0,1,1,0,80.8,332.45,0.0,0,169.32,2,1,5436,0,0,1,0
0,61,0,1,0,1,1,16,1,37.83,1,1,26,0,1,0,0,1,1,1,1,1,100.0,1534.75,0.0,0,605.28,1,1,3794,0,0,0,0
1,53,0,0,0,0,0,1,1,15.91,0,0,0,0,0,0,0,0,0,0,0,0,20.55,20.55,0.0,0,15.91,2,1,5636,0,0,0,0
1,30,0,0,0,0,0,5,1,36.52,1,1,27,0,1,1,0,0,0,0,1,1,85.3,424.15,0.0,0,182.6,1,1,2264,0,0,0,0
0,19,0,0,0,0,0,4,1,41.12,0,1,42,0,0,0,0,0,0,1,0,0,70.4,281.0,0.0,70,164.48,1,1,4494,0,0,0,0
1,27,0,0,0,0,0,37,1,30.72,1,1,42,0,0,0,1,1,1,1,1,0,98.8,3475.55,0.0,0,1136.64,1,1,3066,0,0,0,0
1,36,0,1,0,1,1,13,1,2.92,1,1,21,0,0,0,0,0,0,0,1,1,74.4,896.75,0.0,0,37.96,1,1,3687,0,0,1,0
0,35,0,0,0,0,0,24,1,37.69,1,1,18,0,0,1,0,1,1,1,1,1,98.75,2407.3,0.0,0,904.56,1,1,4016,0,0,0,0
1,52,0,1,0,1,1,61,1,46.95,1,1,21,1,1,0,0,1,1,1,1,1,106.0,6547.7,0.0,0,2863.9500000000003,1,1,4334,1,0,0,0
1,21,0,0,0,0,0,41,1,47.74,1,1,48,0,1,1,0,1,1,1,1,1,104.7,4346.4,0.0,0,1957.34,1,1,3316,0,0,0,0
0,47,0,0,0,0,0,2,1,42.55,0,1,30,0,1,0,1,0,0,0,1,1,55.05,102.75,0.0,0,85.1,1,1,5855,0,0,1,0
0,44,0,1,0,1,1,8,1,46.13,0,0,0,0,0,0,0,0,0,0,0,1,19.75,145.0,0.0,0,369.04,3,1,2247,1,0,1,0
1,62,0,0,0,0,0,17,1,30.61,0,1,7,0,0,1,0,0,0,0,1,1,76.65,1313.55,0.0,0,520.37,2,1,3182,0,0,0,0
0,49,0,0,0,0,0,2,0,0.0,0,1,21,1,1,0,0,0,1,1,1,1,42.6,72.4,0.0,0,0.0,2,1,4648,0,0,0,0
0,45,0,0,0,0,0,29,1,1.02,0,1,19,1,1,1,0,0,1,1,1,1,68.85,1970.5,0.0,0,29.58,1,1,5449,0,0,0,0
1,51,0,1,0,1,1,2,1,46.92,0,1,7,0,0,1,1,0,1,1,1,0,90.0,190.05,0.0,0,93.84,2,1,3902,0,0,1,0
0,42,0,0,0,0,0,14,1,18.74,0,1,20,0,0,1,0,0,0,0,1,0,75.35,1025.95,0.0,0,262.36,2,1,4995,0,0,0,0
1,56,0,0,0,0,0,8,1,3.27,1,1,6,0,1,0,0,1,1,1,1,0,100.85,819.55,0.0,0,26.16,2,1,3849,0,0,0,0
0,55,0,1,0,1,1,5,1,17.08,0,1,10,0,0,0,0,0,0,0,1,0,69.95,330.15,0.0,0,85.39999999999999,2,1,2969,0,0,0,0
0,50,0,1,0,1,1,63,1,1.93,1,1,21,0,1,1,0,1,1,1,0,1,107.5,6873.75,0.0,60,121.59,3,1,6144,1,0,0,0
1,58,0,0,0,0,0,1,1,44.75,0,1,12,0,0,0,0,0,0,0,1,1,45.85,45.85,0.0,0,44.75,2,1,5930,0,0,1,0
0,44,0,1,0,1,1,53,1,30.09,0,1,11,1,1,1,0,1,1,1,1,1,106.1,5769.75,0.0,0,1594.77,3,1,4471,1,0,0,0
0,20,0,0,0,0,0,1,1,17.23,0,1,52,0,1,0,1,1,0,1,1,0,91.7,91.7,0.0,0,17.23,3,1,4319,0,0,0,0
0,39,0,0,0,0,0,16,1,18.99,1,1,30,0,1,1,0,0,1,1,1,1,95.6,1555.65,0.0,0,303.84,1,1,5915,0,0,1,0
1,59,0,0,0,0,0,1,1,30.07,1,1,26,0,0,0,0,0,0,0,1,1,74.95,74.95,0.0,0,30.07,1,1,2591,0,0,0,0
1,62,0,0,0,0,0,66,1,25.82,0,1,26,0,1,1,0,1,1,1,1,0,99.5,6710.5,0.0,0,1704.12,2,1,4001,0,0,0,0
0,38,0,1,0,1,1,17,1,5.4,0,1,8,0,0,1,1,1,1,1,1,0,98.6,1704.95,0.0,0,91.8,2,1,5160,1,0,0,0
0,54,0,0,0,0,0,7,1,2.24,0,1,22,0,0,0,1,1,0,0,1,1,59.5,415.95,0.0,0,15.68,3,1,4661,0,0,1,0
0,53,0,1,0,1,1,42,1,34.02,0,1,18,0,0,0,0,1,0,0,1,1,77.95,3384.0,0.0,0,1428.84,1,1,5396,0,0,1,0
1,33,0,0,0,0,0,30,1,30.06,0,1,19,0,0,0,0,1,1,1,1,1,90.25,2755.35,0.0,0,901.8,2,1,5654,0,0,0,0
0,51,0,0,0,0,0,15,1,47.57,1,1,26,1,0,0,0,0,1,1,1,1,64.65,994.55,0.0,0,713.55,1,1,4780,0,0,0,0
1,34,0,1,0,1,1,67,1,28.4,1,1,10,0,1,1,0,0,0,0,1,0,87.4,5918.8,0.0,0,1902.8,2,1,4421,1,0,0,0
0,32,0,0,0,0,0,35,1,19.07,1,1,17,0,0,0,0,1,0,0,1,1,86.45,3029.1,0.0,0,667.45,1,1,5874,0,0,0,0
0,21,0,1,0,1,1,56,1,19.16,1,1,48,0,1,0,0,1,1,1,0,1,98.25,5508.35,0.0,150,1072.96,1,1,4886,1,0,0,0
0,46,0,1,0,1,1,9,1,31.75,0,1,25,0,0,1,0,0,0,0,1,1,75.75,655.9,0.0,0,285.75,3,1,5105,0,0,0,0
1,55,0,0,0,0,0,48,1,24.73,1,1,4,0,1,1,0,1,1,1,1,1,106.1,5082.8,0.0,0,1187.04,1,1,5898,1,0,1,0
0,23,0,0,0,0,0,34,1,7.99,1,1,76,1,1,1,0,1,1,1,1,1,109.8,3587.25,0.0,0,271.66,1,1,3410,0,0,1,0
1,61,0,1,0,1,1,11,1,13.33,0,1,19,0,0,0,0,1,0,0,0,1,79.5,868.5,0.0,50,146.63,1,1,3469,0,0,0,0
0,30,0,0,0,0,0,1,1,34.47,1,1,59,0,0,0,0,0,1,1,1,0,85.8,85.8,0.0,0,34.47,3,1,2850,0,0,1,0
0,19,0,1,0,1,1,3,1,44.46,0,1,51,0,0,0,0,0,0,1,1,0,44.3,134.5,0.0,0,133.38,2,1,4903,0,0,1,0
1,37,0,1,0,0,0,50,1,20.88,1,1,13,1,0,1,0,1,1,1,1,0,105.95,5341.8,0.0,0,1044.0,1,1,5536,0,0,1,0
1,32,0,0,0,0,0,5,1,31.14,0,1,5,0,0,0,0,0,0,0,1,1,69.75,324.6,0.0,0,155.7,1,1,3965,0,0,0,0
1,44,0,1,0,1,1,51,1,21.08,1,1,9,0,0,0,0,1,1,1,1,1,94.65,4812.75,0.0,0,1075.08,1,1,4747,0,0,0,0
0,57,0,0,0,0,0,46,1,6.18,1,1,8,0,0,0,0,1,1,1,0,0,96.05,4399.5,0.0,80,284.28,2,1,2712,0,0,0,0
0,41,0,1,0,1,1,41,1,5.01,1,1,10,1,1,1,1,1,1,1,1,1,113.6,4594.95,0.0,0,205.41,1,1,4963,0,0,0,0
0,37,0,0,0,0,0,29,1,44.33,0,1,7,0,0,0,0,1,0,0,1,1,78.9,2384.15,0.0,0,1285.57,2,1,3249,0,0,0,0
0,35,0,1,0,1,1,26,1,22.33,1,1,13,0,1,0,1,0,0,0,1,1,60.05,1616.15,0.0,0,580.5799999999999,2,1,2039,0,0,0,0
0,31,0,0,0,0,0,1,0,0.0,0,1,8,0,0,0,0,1,0,0,1,1,34.7,34.7,0.0,0,0.0,3,1,4476,0,0,0,0
1,46,0,0,0,0,0,3,1,14.28,1,1,21,0,0,0,0,0,1,1,1,1,85.3,264.8,0.0,0,42.84,1,1,4934,0,0,0,0
0,41,0,1,0,1,1,66,1,48.77,1,1,12,0,1,1,0,1,1,1,0,1,102.45,6615.15,0.0,130,3218.82,1,1,4688,1,0,1,0
0,22,0,1,0,1,1,21,1,38.52,1,1,59,1,0,1,0,1,1,1,1,1,104.4,2200.25,0.0,0,808.9200000000001,1,1,5570,0,0,0,0
1,59,0,0,0,0,0,1,1,40.71,1,1,25,0,0,1,0,1,1,1,1,1,99.75,99.75,0.0,0,40.71,1,1,4214,0,0,0,0
1,39,0,0,0,0,0,4,1,28.89,0,1,3,0,0,1,1,1,1,1,1,1,74.4,299.7,0.0,0,115.56,2,1,3633,0,0,0,0
0,23,0,0,0,0,0,9,1,13.86,0,1,76,1,0,0,0,0,0,1,1,1,74.25,639.65,0.0,0,124.74,1,1,5393,0,0,1,0
1,50,0,0,0,0,0,1,1,22.05,1,1,28,0,0,0,0,1,0,0,1,1,59.85,59.85,0.0,0,22.05,2,1,4017,0,0,0,0
1,54,0,0,0,0,0,9,0,0.0,0,1,20,0,0,0,0,1,1,1,0,1,45.4,418.8,0.0,20,0.0,1,1,5028,0,0,0,0
0,54,0,0,0,0,0,1,1,32.45,0,0,0,0,0,0,0,0,0,0,0,0,19.5,19.5,0.0,0,32.45,2,1,5211,0,0,1,0
1,56,0,0,0,0,0,1,1,45.5,0,1,12,0,0,0,0,0,0,0,1,1,69.9,69.9,0.0,0,45.5,2,1,3349,0,0,0,0
0,50,0,0,0,0,0,2,1,6.2,0,1,6,0,1,0,0,1,0,0,1,1,87.15,183.75,0.0,0,12.4,2,1,4149,0,0,0,0
0,47,0,1,0,1,1,3,1,38.09,1,1,30,0,0,0,0,0,1,1,1,1,84.75,264.85,0.0,0,114.27,1,1,2014,0,0,0,0
1,40,0,0,0,0,0,14,1,28.65,1,1,27,0,0,0,1,1,0,0,1,1,89.95,1178.4,0.0,0,401.1,2,1,5463,0,0,0,0
1,33,0,0,0,0,0,2,1,48.66,0,1,21,0,0,0,0,1,0,0,1,0,79.0,143.65,0.0,0,97.32,3,1,5239,0,0,0,0
0,39,0,0,0,0,0,18,1,8.95,0,0,0,0,0,0,0,0,0,0,0,0,20.15,390.85,0.0,0,161.1,3,1,4931,1,0,0,0
1,60,0,0,0,0,0,1,1,17.54,0,1,16,0,0,0,0,0,0,0,1,1,71.65,71.65,0.0,0,17.54,1,1,2377,0,0,0,0
0,35,0,0,0,0,0,4,1,37.66,0,0,0,0,0,0,0,0,0,0,0,0,20.35,77.5,0.0,0,150.64,3,1,5984,0,0,1,0
0,26,0,0,0,0,0,38,1,17.66,0,1,41,0,1,1,1,0,0,1,1,1,84.25,3264.5,0.0,0,671.08,2,1,2885,0,0,1,0
0,32,0,0,0,0,0,12,1,42.55,0,1,18,0,0,0,0,0,1,1,1,0,78.1,947.3,0.0,0,510.6,3,1,4741,0,0,0,0
0,20,0,1,0,1,1,19,1,21.71,1,1,47,0,0,1,0,0,1,1,0,0,89.65,1761.05,0.0,80,412.49,3,1,3046,0,0,1,0
0,35,0,0,0,0,0,10,1,37.36,1,1,28,1,0,0,0,1,1,1,1,1,98.7,973.25,0.0,0,373.6,1,1,5561,0,0,0,0
0,63,0,0,0,0,0,1,1,7.26,0,1,9,0,0,1,0,0,0,0,1,0,76.35,76.35,0.0,0,7.26,2,1,5613,0,0,0,0
0,51,0,0,0,0,0,23,1,33.44,1,1,11,0,1,0,0,0,0,0,1,1,79.15,1676.95,0.0,0,769.1199999999999,1,1,5216,0,0,0,0
0,44,0,0,0,0,0,31,1,33.38,1,1,27,0,0,0,0,1,0,0,1,1,86.55,2697.4,0.0,0,1034.78,3,1,4198,0,0,1,0
1,47,0,0,0,0,0,19,1,1.79,0,1,14,0,1,0,0,0,0,0,0,1,73.85,1424.5,0.0,130,34.01,3,1,2251,0,0,1,0
1,44,0,0,0,0,0,24,1,24.76,0,1,2,0,0,0,1,1,1,1,1,1,96.0,2122.45,0.0,0,594.24,1,1,3068,0,0,0,0
1,57,0,0,0,0,0,1,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,20.05,0.0,0,12.0,2,1,4710,0,0,0,0
1,53,0,1,0,0,0,65,1,41.88,1,1,7,1,0,1,1,1,1,1,1,0,108.65,6937.95,0.0,0,2722.2000000000003,1,1,6120,0,1,0,0
1,28,0,0,0,0,0,10,1,34.44,0,1,69,0,0,0,0,0,0,1,1,1,45.55,402.6,0.0,0,344.4,1,1,4097,0,0,0,0
0,36,0,1,0,1,1,2,0,0.0,0,1,12,0,0,0,0,0,1,1,0,1,35.1,68.75,0.0,10,0.0,2,1,2643,0,0,0,0
1,47,0,0,0,0,0,1,1,48.58,0,1,21,0,0,0,0,0,0,0,1,0,46.2,46.2,0.0,0,48.58,2,1,4167,0,0,1,0
0,29,0,0,0,0,0,1,1,30.92,0,1,69,0,0,0,0,0,0,1,1,0,45.15,45.15,0.0,0,30.92,3,1,5828,0,0,0,0
0,31,0,1,0,1,1,19,1,25.75,0,1,22,1,0,0,0,0,0,0,1,1,73.2,1441.1,0.0,0,489.25,2,1,4718,0,0,0,0
1,46,0,0,0,0,0,52,1,48.13,0,1,12,0,1,0,0,0,1,1,0,1,85.35,4338.6,0.0,90,2502.76,3,1,6402,0,0,0,0
0,23,0,0,0,0,0,1,1,5.12,0,1,30,0,0,0,0,0,0,1,1,0,45.95,45.95,0.0,0,5.12,2,1,4888,0,0,1,0
0,55,0,0,0,0,0,3,1,46.36,0,1,4,0,1,0,0,1,0,0,1,0,83.75,247.25,0.0,0,139.07999999999998,2,1,4852,0,0,0,0
1,38,0,0,0,0,0,1,1,27.89,0,1,20,0,0,0,0,0,0,0,1,1,70.05,70.05,0.0,0,27.89,2,1,2699,0,0,0,0
1,61,0,0,0,0,0,2,1,43.47,1,1,30,0,0,0,0,0,1,1,1,1,86.0,165.45,0.0,0,86.94,2,1,4546,0,0,0,0
0,35,0,0,0,0,0,16,1,46.99,1,1,17,0,0,0,0,0,0,0,1,0,72.65,1194.3,0.0,0,751.84,1,1,2850,0,0,0,0
0,30,0,1,0,1,1,1,1,16.66,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,0.0,0,16.66,2,1,3753,0,0,0,0
1,21,0,0,0,0,0,56,1,25.41,1,1,51,0,1,0,1,0,1,1,1,1,94.45,5124.6,0.0,0,1422.96,3,1,4830,0,0,0,0
0,54,0,0,0,0,0,44,1,40.17,1,1,6,0,1,1,0,0,0,0,1,1,84.8,3862.55,0.0,0,1767.48,2,1,3997,0,0,0,0
1,50,0,0,0,0,0,1,1,6.95,0,1,11,0,0,1,0,0,0,0,1,0,50.9,50.9,0.0,0,6.95,1,1,5111,0,0,1,0
1,27,0,1,0,1,1,49,1,46.94,1,1,73,0,0,1,0,1,1,1,0,1,99.8,4872.45,0.0,130,2300.06,1,1,6088,0,0,0,0
1,43,0,1,0,1,1,47,1,37.74,1,1,7,0,0,1,1,1,1,1,1,1,107.35,5118.95,0.0,0,1773.7800000000002,2,1,3620,0,0,0,0
0,45,0,1,0,1,1,31,1,30.07,0,0,0,0,0,0,0,0,0,0,0,1,19.55,658.95,0.0,0,932.17,3,1,2687,0,0,1,0
0,60,0,0,0,0,0,3,1,32.43,0,1,2,1,1,0,0,0,0,0,1,1,79.1,246.5,0.0,0,97.29,1,1,5339,0,0,0,0
1,40,0,0,0,0,0,8,0,0.0,0,1,16,0,0,0,0,0,0,0,1,0,25.5,215.2,0.0,0,0.0,2,1,5578,0,0,0,1
0,41,0,0,0,0,0,2,1,5.11,0,1,6,0,0,0,0,0,1,1,1,0,80.75,159.45,0.0,0,10.22,3,1,2176,0,0,0,0
1,29,0,1,0,0,0,65,1,36.75,1,1,73,0,1,0,0,1,0,1,1,1,91.85,5940.85,0.0,0,2388.75,3,1,5530,0,0,0,0
1,41,0,0,0,0,0,1,1,32.82,0,1,21,0,1,0,0,0,0,0,0,1,75.35,75.35,0.0,10,32.82,3,1,5284,0,0,0,0
1,55,0,0,0,0,0,1,1,11.58,1,1,15,0,0,0,0,0,0,0,1,1,75.45,75.45,0.0,0,11.58,3,1,5518,0,0,0,0
1,35,0,0,0,0,0,24,1,14.39,0,1,28,1,0,0,0,0,0,0,1,1,49.55,1210.4,0.0,0,345.36,1,1,5005,0,0,0,0
1,51,0,0,0,0,0,69,1,29.38,1,1,9,1,1,1,1,0,1,1,1,1,78.6,5356.45,0.0,0,2027.22,1,1,6230,1,0,1,0
0,35,0,1,0,1,1,7,1,11.58,0,1,27,0,0,0,0,1,0,0,1,1,81.1,576.65,0.0,0,81.06,2,1,3238,0,0,0,0
1,39,0,1,0,1,1,11,1,21.58,1,1,30,0,0,0,0,0,0,0,1,1,74.95,825.7,0.0,0,237.38,1,1,2044,0,0,0,0
0,33,0,1,0,1,1,58,1,3.51,1,1,28,0,0,1,1,1,1,1,0,1,102.1,5885.4,0.0,100,203.58,2,1,4415,0,0,1,0
0,64,0,1,0,1,1,14,1,13.64,1,1,9,0,1,0,0,0,1,1,1,1,90.9,1259.0,0.0,0,190.96,2,1,5148,0,0,0,0
0,46,0,1,0,1,1,12,0,0.0,0,1,27,0,1,0,0,0,0,0,1,0,29.2,309.1,0.0,0,0.0,1,1,3747,0,0,0,1
0,36,0,1,0,1,1,25,1,24.64,0,1,5,0,1,1,0,1,0,0,1,1,89.15,2257.75,0.0,0,616.0,2,1,5853,0,0,0,0
0,37,0,1,0,1,3,1,1,12.8,0,1,5,0,0,0,0,0,0,0,1,1,45.7,45.7,0.0,0,12.8,1,1,3187,0,0,0,0
0,23,0,1,0,1,1,2,0,0.0,0,1,51,0,0,0,0,1,1,1,1,0,44.6,97.1,0.0,0,0.0,3,1,5482,0,0,0,0
1,48,0,0,0,0,0,23,1,28.8,1,1,13,0,0,0,0,0,0,0,1,1,74.95,1710.45,0.0,0,662.4,3,1,5897,0,0,0,0
0,39,0,0,0,0,0,57,1,17.55,0,1,15,0,0,1,0,1,1,1,1,1,95.25,5464.65,0.0,0,1000.35,1,1,5789,0,1,0,0
1,23,0,0,0,0,0,24,1,27.97,1,1,58,0,0,1,0,1,0,1,1,1,89.85,2165.05,0.0,0,671.28,3,1,2050,0,0,0,1
0,35,0,1,0,1,1,49,1,26.37,1,1,19,0,1,0,0,1,1,1,1,0,100.45,4941.8,0.0,0,1292.13,3,1,4235,1,0,0,1
1,25,0,0,0,0,0,5,1,22.01,1,1,85,0,0,0,0,0,0,1,1,0,47.15,223.15,0.0,0,110.05,2,1,2857,0,0,0,0
1,58,0,0,0,0,0,2,1,26.47,0,1,10,0,0,0,0,0,1,1,0,1,80.2,181.1,0.0,10,52.94,1,1,2384,0,0,0,0
0,33,0,0,0,0,0,4,1,32.46,1,1,3,0,0,1,1,0,0,0,1,1,87.1,341.45,0.0,0,129.84,2,1,5587,0,0,0,1
1,30,0,0,0,0,0,5,1,46.88,1,1,59,0,0,0,0,0,0,0,1,1,75.9,357.75,0.0,0,234.4,2,1,3520,0,0,0,0
0,29,0,1,0,1,1,47,1,2.87,1,1,51,1,1,1,0,1,0,1,1,1,98.75,4533.7,0.0,0,134.89,1,1,4622,0,0,0,0
0,57,0,0,0,0,0,10,1,17.65,1,1,20,0,0,0,0,0,1,1,1,0,86.45,830.85,0.0,0,176.5,2,1,5699,0,0,0,0
0,28,0,0,0,0,0,1,1,39.94,0,1,59,0,0,0,0,0,0,1,1,1,45.3,45.3,0.0,0,39.94,1,1,3049,0,0,0,1
1,61,0,1,0,1,4,67,1,8.18,1,1,3,0,1,1,0,1,1,1,1,0,104.1,7040.85,0.0,0,548.06,2,1,4857,1,0,0,0
1,31,0,1,0,1,1,67,1,30.75,0,1,5,1,1,0,0,0,1,1,1,1,90.6,6056.15,0.0,0,2060.25,1,1,4394,1,0,1,0
0,21,0,1,0,1,1,15,1,12.27,0,1,76,0,0,0,0,1,1,1,1,0,88.15,1390.6,0.0,0,184.05,1,1,2524,0,0,0,0
1,55,0,0,0,0,0,1,1,13.27,0,0,0,0,0,0,0,0,0,0,0,1,20.2,20.2,0.0,0,13.27,1,1,4325,0,0,0,1
0,47,0,1,0,1,1,26,1,15.37,0,1,11,0,0,0,0,1,1,1,1,1,90.8,2361.8,0.0,0,399.62,1,1,2641,0,0,0,0
1,48,0,0,0,0,0,22,1,19.19,1,1,17,0,1,0,0,0,0,0,1,1,79.35,1730.35,0.0,0,422.18,1,1,4718,0,0,0,0
1,26,0,1,0,1,1,47,1,17.54,1,1,59,0,1,1,0,0,0,1,0,1,83.35,4065.0,0.0,140,824.38,1,1,2516,0,0,0,0
0,27,0,0,0,0,0,2,1,24.83,1,1,52,0,0,0,0,0,0,1,1,1,49.4,106.55,0.0,0,49.66,1,1,5115,0,0,0,0
0,27,0,1,0,1,1,22,1,13.11,1,1,51,1,0,0,1,1,1,1,1,1,79.2,1742.75,0.0,0,288.42,1,1,3410,0,0,0,0
1,61,0,1,0,1,1,7,1,5.13,0,1,4,0,0,1,0,0,0,0,1,0,48.7,340.25,0.0,0,35.91,2,1,2984,0,0,0,0
0,29,0,0,0,0,0,1,1,6.67,0,1,27,1,0,0,0,1,1,1,1,1,95.6,95.6,0.0,0,6.67,2,1,4091,0,0,0,0
0,40,0,0,0,0,0,49,1,35.87,1,1,30,1,1,0,0,0,0,0,1,1,59.75,2934.3,0.0,0,1757.63,1,1,6006,0,0,1,0
0,43,0,0,0,0,0,1,1,40.4,0,1,13,0,0,0,0,0,0,0,0,0,71.35,71.35,0.0,0,40.4,3,1,2619,0,0,0,0
0,42,0,0,0,0,0,1,1,21.59,0,0,0,0,0,0,0,0,0,0,0,1,20.15,20.15,0.0,0,21.59,3,1,4939,0,0,0,1
1,35,0,0,0,0,0,1,1,27.97,0,1,18,0,0,0,0,0,0,0,1,0,69.75,69.75,0.0,0,27.97,2,1,2901,0,0,0,0
1,41,0,1,0,1,1,17,1,16.61,0,1,3,0,0,0,0,1,0,0,1,0,80.85,1400.85,0.0,0,282.37,1,1,5174,0,0,0,0
0,47,0,0,0,0,0,4,0,0.0,0,1,4,1,1,0,0,0,0,0,1,1,33.65,137.85,0.0,0,0.0,2,1,2563,0,0,0,0
1,56,0,0,0,0,0,1,1,3.13,0,1,5,0,0,0,0,1,0,0,1,1,79.95,79.95,0.0,0,3.13,3,1,4815,0,0,0,0
0,58,0,0,0,0,0,1,1,25.62,0,0,0,0,0,0,0,0,0,0,0,0,19.3,19.3,0.0,0,25.62,2,1,3236,0,0,0,0
